Car_id,Date,Gender,Dealer_Name,Dealer_Region,Company,Model,Body Style,Color,Transmission,Engine,Annual Income,Price ($),Dealer_No ,Phone,
C_CND_001923,4/21/2022,Male,New Castle Ford Lincoln Mercury,Aurora,Dodge,Avenger,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,3625000,39500,60504-7114,8630570,
C_CND_009610,12/10/2022,Male,Rabun Used Car Sales,Pasco,Mercedes-B,CL500,SUV,Black,Manual,Overhead Camshaft,3625000,22500,85257-3102,6160789,
C_CND_011493,2/22/2023,Female,Classic Chevy,Scottsdale,Dodge,Viper,SUV,Black,Manual,Overhead Camshaft,3620000,26001,85257-3102,6484248,
C_CND_023260,12/19/2023,Male,Saab-Belle Dodge,Aurora,Saab,3-Sep,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,3610000,23000,60504-7114,6849022,
C_CND_001858,4/18/2022,Male,Enterprise Rent A Car,Aurora,Volvo,S40,Sedan,Red,Manual,Overhead Camshaft,3610000,17000,60504-7114,7583617,
C_CND_014138,5/28/2023,Male,Hatfield Volkswagen,Pasco,Chrysler,LHS,Hatchback,Black,Manual,Overhead Camshaft,3600000,51001,99301-3882,7945362,
C_CND_005993,9/20/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Dodge,Ram Pickup,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,3600000,45000,53546-9427,8194258,
C_CND_004472,8/9/2022,Male,Buddy Storbeck's Diesel Service Inc,Middletown,Oldsmobile,Cutlass,Sedan,Red,Auto,DoubleÂ Overhead Camshaft,3600000,41001,06457-3834,6833233,
C_CND_000809,3/8/2022,Male,C & M Motors Inc,Aurora,Dodge,Avenger,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3600000,39000,60504-7114,8120812,
C_CND_015486,7/4/2023,Female,Motor Vehicle Branch Office,Austin,Cadillac,Escalade,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,3600000,28000,78758-7841,8395830,
C_CND_020377,11/5/2023,Male,Classic Chevy,Scottsdale,Volkswagen,Passat,Hatchback,Pale White,Manual,Overhead Camshaft,3600000,20001,85257-3102,6859636,
C_CND_017806,9/5/2023,Male,Star Enterprises Inc,Pasco,Pontiac,Bonneville,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,3600000,19000,99301-3882,8164495,
C_CND_009530,12/10/2022,Female,Star Enterprises Inc,Pasco,Chevrolet,Prizm,Hatchback,Pale White,Manual,Overhead Camshaft,3580000,22001,99301-3882,8693498,
C_CND_008010,11/13/2022,Male,Suburban Ford,Janesville,BMW,528i,SUV,Black,Manual,Overhead Camshaft,3572000,21201,53546-9427,7754807,
C_CND_005890,9/18/2022,Male,Ryder Truck Rental and Leasing,Middletown,Audi,A6,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,3560000,42000,06457-3834,6967350,
C_CND_009532,12/10/2022,Male,Tri-State Mack Inc,Scottsdale,Volvo,C70,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3550000,49001,85257-3102,8652313,
C_CND_015543,7/7/2023,Male,Tri-State Mack Inc,Scottsdale,Buick,Regal,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3550000,38000,85257-3102,6824377,
C_CND_002851,5/31/2022,Male,Race Car Help,Austin,Toyota,Corolla,Passenger,Pale White,Manual,Overhead Camshaft,3550000,22000,78758-7841,8347461,
C_CND_011386,2/16/2023,Male,Suburban Ford,Janesville,Honda,CR-V,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,3550000,22000,53546-9427,7446009,
C_CND_019362,10/9/2023,Male,Scrivener Performance Engineering,Greenville,Dodge,Viper,SUV,Red,Auto,DoubleÂ Overhead Camshaft,3520000,41000,38701-8047,6299947,
C_CND_020266,11/3/2023,Male,Iceberg Rentals,Greenville,Mercedes-B,CLK Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3520000,22000,53546-9427,8027352,
C_CND_002312,5/8/2022,Male,Race Car Help,Austin,Chrysler,LHS,Hatchback,Pale White,Manual,Overhead Camshaft,3512500,41251,78758-7841,8104105,
C_CND_003165,6/13/2022,Male,Chrysler Plymouth,Janesville,Lincoln,Continental,Passenger,Black,Manual,Overhead Camshaft,3510000,42000,53546-9427,6491229,
C_CND_012228,3/24/2023,Female,Buddy Storbeck's Diesel Service Inc,Middletown,Audi,A6,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,3500000,42000,06457-3834,6042168,
C_CND_020527,11/7/2023,Male,Star Enterprises Inc,Pasco,Acura,RL,SUV,Pale White,Manual,Overhead Camshaft,3500000,26000,99301-3882,8895581,
C_CND_014993,6/18/2023,Male,Race Car Help,Austin,Saturn,SW,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3500000,25000,78758-7841,6044893,
C_CND_011329,2/14/2023,Male,Hatfield Volkswagen,Pasco,Jeep,Wrangler,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,3500000,19000,99301-3882,6730502,
C_CND_016421,8/1/2023,Male,Star Enterprises Inc,Pasco,Ford,Expedition,SUV,Black,Manual,Overhead Camshaft,3500000,10000,99301-3882,7064324,
C_CND_013824,5/19/2023,Male,Pars Auto Sales,Greenville,Chevrolet,Camaro,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,3470000,41001,38701-8047,6317935,
C_CND_011728,3/8/2023,Male,Gartner Buick Hyundai Saab,Greenville,Plymouth,Breeze,Hardtop,Pale White,Manual,Overhead Camshaft,3470000,16000,38701-8047,8305614,
C_CND_020585,11/7/2023,Male,Scrivener Performance Engineering,Greenville,Chrysler,LHS,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3460000,26000,38701-8047,7542430,
C_CND_013078,4/22/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Volvo,S40,Sedan,Pale White,Manual,Overhead Camshaft,3460000,17000,60504-7114,8369050,
C_CND_001665,4/13/2022,Male,Nebo Chevrolet,Middletown,Ford,Mustang,Hatchback,Red,Manual,Overhead Camshaft,3450000,43000,06457-3834,8146709,
C_CND_015680,7/10/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Toyota,Corolla,Passenger,Pale White,Manual,Overhead Camshaft,3450000,22000,99301-3882,8517396,
C_CND_017385,9/1/2023,Male,Classic Chevy,Scottsdale,Mitsubishi,3000GT,Sedan,Pale White,Manual,Overhead Camshaft,3420000,24000,85257-3102,7982150,
C_CND_004882,8/24/2022,Male,Chrysler of Tri-Cities,Pasco,Ford,Taurus,SUV,Black,Manual,Overhead Camshaft,3401000,69101,99301-3882,7277146,
C_CND_001892,4/19/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3400000,46000,53546-9427,7628508,
C_CND_013298,5/2/2023,Male,U-Haul CO,Austin,Toyota,Celica,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,3400000,45000,78758-7841,7505232,
C_CND_004709,8/17/2022,Male,Chrysler of Tri-Cities,Pasco,Pontiac,Grand Prix,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3400000,42000,99301-3882,8057613,
C_CND_002853,5/31/2022,Male,Saab-Belle Dodge,Aurora,Ford,Expedition,SUV,Black,Auto,DoubleÂ Overhead Camshaft,3400000,41001,60504-7114,6029746,
C_CND_009124,12/3/2022,Male,Tri-State Mack Inc,Scottsdale,Volkswagen,Jetta,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,3400000,22001,85257-3102,8841244,
C_CND_002716,5/28/2022,Female,Chrysler of Tri-Cities,Pasco,Plymouth,Voyager,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3400000,22000,99301-3882,8244776,
C_CND_009981,12/17/2022,Male,Iceberg Rentals,Janesville,Hyundai,Sonata,SUV,Black,Manual,Overhead Camshaft,3400000,20000,53546-9427,8367077,
C_CND_002460,5/14/2022,Male,Scrivener Performance Engineering,Greenville,Pontiac,Grand Am,SUV,Red,Auto,DoubleÂ Overhead Camshaft,3400000,19000,38701-8047,6198141,
C_CND_011107,1/31/2023,Male,Chrysler Plymouth,Janesville,Toyota,Celica,SUV,Pale White,Manual,Overhead Camshaft,3400000,14000,53546-9427,6267692,
C_CND_023072,12/15/2023,Female,Capitol KIA,Austin,Plymouth,Neon,SUV,Black,Auto,DoubleÂ Overhead Camshaft,3400000,9000,38701-8047,8255437,
C_CND_003907,7/12/2022,Male,Hatfield Volkswagen,Pasco,Mitsubishi,3000GT,Sedan,Red,Manual,Overhead Camshaft,3399000,24900,99301-3882,8406205,
C_CND_021150,11/17/2023,Female,U-Haul CO,Austin,Mercury,Cougar,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3390000,33001,78758-7841,7325227,
C_CND_012210,3/22/2023,Male,Star Enterprises Inc,Pasco,Oldsmobile,Cutlass,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3365000,46500,99301-3882,8090039,
C_CND_005469,9/11/2022,Male,Enterprise Rent A Car,Aurora,Mitsubishi,3000GT,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,3360000,39000,60504-7114,7864861,
C_CND_018952,9/25/2023,Female,Diehl Motor CO Inc,Middletown,Plymouth,Breeze,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,3360000,22001,06457-3834,7147862,
C_CND_004475,8/9/2022,Female,Chrysler of Tri-Cities,Pasco,Lincoln,Continental,Passenger,Red,Manual,Overhead Camshaft,3350000,82001,99301-3882,6632044,
C_CND_021053,11/14/2023,Female,Race Car Help,Austin,Mitsubishi,Galant,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3350000,36000,78758-7841,6896471,
C_CND_010261,12/24/2022,Male,Rabun Used Car Sales,Scottsdale,Volkswagen,GTI,SUV,Black,Manual,Overhead Camshaft,3350000,25001,85257-3102,8033184,
C_CND_021046,11/14/2023,Male,Tri-State Mack Inc,Scottsdale,Volkswagen,Jetta,Passenger,Pale White,Manual,Overhead Camshaft,3350000,24001,85257-3102,7242918,
C_CND_001592,4/11/2022,Male,Suburban Ford,Janesville,Ford,Escort,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,3350000,15000,53546-9427,6085608,
C_CND_020143,11/1/2023,Male,Rabun Used Car Sales,Scottsdale,Toyota,Celica,SUV,Pale White,Manual,Overhead Camshaft,3350000,14000,85257-3102,8294207,
C_CND_018112,9/11/2023,Male,McKinney Dodge Chrysler Jeep,Scottsdale,Volkswagen,Cabrio,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3340000,17001,85257-3102,7841815,
C_CND_013161,4/25/2023,Male,Star Enterprises Inc,Middletown,Subaru,Forester,Hardtop,Black,Auto,DoubleÂ Overhead Camshaft,3335000,22500,99301-3882,6771989,
C_CND_002803,5/30/2022,Male,Race Car Help,Pasco,Chrysler,LHS,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,3335000,21500,78758-7841,7693483,
C_CND_014056,5/26/2023,Male,Suburban Ford,Janesville,Honda,Civic,Hatchback,Black,Manual,Overhead Camshaft,3325000,43500,53546-9427,8653823,
C_CND_008960,11/30/2022,Male,Star Enterprises Inc,Pasco,Mercedes-B,M-Class,Hatchback,Red,Manual,Overhead Camshaft,3320000,25001,99301-3882,6821191,
C_CND_002572,5/22/2022,Male,Iceberg Rentals,Janesville,Porsche,Boxter,SUV,Red,Manual,Overhead Camshaft,3320000,24000,53546-9427,7800163,
C_CND_020484,11/6/2023,Male,Ryder Truck Rental and Leasing,Middletown,Pontiac,Sunfire,Sedan,Pale White,Manual,Overhead Camshaft,3310000,43000,06457-3834,8986009,
C_CND_009662,12/11/2022,Male,Race Car Help,Austin,Dodge,Ram Wagon,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,3310000,22000,78758-7841,6514321,
C_CND_017244,8/29/2023,Male,Race Car Help,Austin,Ford,Explorer,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,3310000,18000,78758-7841,6040441,
C_CND_005327,9/7/2022,Female,Iceberg Rentals,Janesville,Cadillac,Eldorado,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3300000,31001,53546-9427,6976329,
C_CND_008591,11/22/2022,Male,Gartner Buick Hyundai Saab,Greenville,Nissan,Xterra,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,3300000,26000,38701-8047,7343709,
C_CND_002500,5/15/2022,Male,Scrivener Performance Engineering,Greenville,Volkswagen,Cabrio,Sedan,Red,Manual,Overhead Camshaft,3300000,25000,38701-8047,8966140,
C_CND_005059,8/31/2022,Male,Tri-State Mack Inc,Scottsdale,Chevrolet,Prizm,SUV,Black,Auto,DoubleÂ Overhead Camshaft,3300000,16000,85257-3102,6524864,
C_CND_001662,4/13/2022,Male,Iceberg Rentals,Janesville,Audi,A6,SUV,Black,Manual,Overhead Camshaft,3300000,15000,53546-9427,7296635,
C_CND_009167,12/4/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Oldsmobile,Bravada,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,3295888,19581,99301-3882,8216873,
C_CND_004743,8/21/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Lexus,GS300,Passenger,Red,Manual,Overhead Camshaft,3290000,17000,99301-3882,7586994,
C_CND_012170,3/20/2023,Male,U-Haul CO,Austin,Lexus,LS400,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,3280000,22001,78758-7841,6705446,
C_CND_004993,8/27/2022,Male,Tri-State Mack Inc,Janesville,Mercedes-B,SL-Class,Hardtop,Black,Manual,Overhead Camshaft,3275000,38500,85257-3102,7912195,
C_CND_023159,12/18/2023,Male,Suburban Ford,Janesville,Dodge,Durango,SUV,Black,Manual,Overhead Camshaft,3275000,22500,53546-9427,7106244,
C_CND_013916,5/22/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Nissan,Maxima,Sedan,Pale White,Manual,Overhead Camshaft,3270000,54000,99301-3882,7694302,
C_CND_004547,8/10/2022,Male,Diehl Motor CO Inc,Middletown,Mitsubishi,Diamante,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3270000,17001,06457-3834,6364390,
C_CND_006159,9/22/2022,Male,Clay Johnson Auto Sales,Greenville,BMW,328i,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,3255000,18500,78758-7841,6380415,
C_CND_008626,11/23/2022,Male,Capitol KIA,Greenville,Chevrolet,Corvette,SUV,Red,Auto,DoubleÂ Overhead Camshaft,3250000,45001,38701-8047,8741643,
C_CND_022852,12/11/2023,Male,Tri-State Mack Inc,Middletown,Cadillac,Eldorado,Passenger,Red,Manual,Overhead Camshaft,3250000,31000,85257-3102,6991956,
C_CND_005134,9/3/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Plymouth,Voyager,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,3250000,22000,53546-9427,7797658,
C_CND_002475,5/14/2022,Male,Race Car Help,Austin,Mercury,Mountaineer,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,3250000,21001,78758-7841,8770313,
C_CND_013568,5/9/2023,Male,Chrysler of Tri-Cities,Pasco,Pontiac,Grand Prix,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,3250000,19000,99301-3882,8540855,
C_CND_004258,7/31/2022,Male,Tri-State Mack Inc,Scottsdale,Ford,Explorer,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,3250000,18000,85257-3102,6776036,
C_CND_002597,5/23/2022,Female,Pars Auto Sales,Greenville,Oldsmobile,Cutlass,Sedan,Red,Auto,DoubleÂ Overhead Camshaft,3250000,15000,38701-8047,8190475,
C_CND_021837,11/27/2023,Male,Buddy Storbeck's Diesel Service Inc,Middletown,Mercedes-B,C-Class,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3250000,14001,06457-3834,7061086,
C_CND_005005,8/28/2022,Male,Race Car Help,Austin,Ford,Contour,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3230000,62000,78758-7841,6699010,
C_CND_002454,5/14/2022,Male,Tri-State Mack Inc,Scottsdale,Jeep,Cherokee,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3225000,36500,85257-3102,8378301,
C_CND_023518,12/25/2023,Male,Tri-State Mack Inc,Austin,Mitsubishi,Montero Sport,Hardtop,Red,Manual,Overhead Camshaft,3225000,29501,85257-3102,7728156,
C_CND_013049,4/22/2023,Male,Scrivener Performance Engineering,Greenville,Honda,Accord,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3225000,19500,38701-8047,6538287,
C_CND_002570,5/22/2022,Male,Gartner Buick Hyundai Saab,Greenville,Pontiac,Sunfire,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,3225000,18501,38701-8047,7648049,
C_CND_014928,6/17/2023,Male,C & M Motors Inc,Aurora,Hyundai,Sonata,SUV,Pale White,Manual,Overhead Camshaft,3225000,13500,60504-7114,6077436,
C_CND_003814,7/9/2022,Male,Chrysler of Tri-Cities,Pasco,Pontiac,Grand Prix,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,3220000,69000,99301-3882,8147471,
C_CND_020481,11/6/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Oldsmobile,Intrigue,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,3210000,45000,53546-9427,8154498,
C_CND_015450,7/2/2023,Female,Saab-Belle Dodge,Aurora,Ford,Focus,Hardtop,Pale White,Manual,Overhead Camshaft,3210000,17001,60504-7114,6254046,
C_CND_010042,12/19/2022,Male,Capitol KIA,Greenville,Mitsubishi,Eclipse,Hatchback,Black,Manual,Overhead Camshaft,3207000,25701,38701-8047,6853537,
C_CND_014454,6/5/2023,Male,Suburban Ford,Janesville,Subaru,Forester,Hardtop,Pale White,Manual,Overhead Camshaft,3201000,17100,53546-9427,8819948,
C_CND_020859,11/11/2023,Male,Clay Johnson Auto Sales,Austin,Mercedes-B,M-Class,SUV,Pale White,Manual,Overhead Camshaft,3200500,41050,78758-7841,7613326,
C_CND_009043,12/1/2022,Male,Iceberg Rentals,Janesville,Mercury,Sable,Sedan,Red,Manual,Overhead Camshaft,3200000,61001,53546-9427,7721482,
C_CND_023529,12/25/2023,Male,Chrysler of Tri-Cities,Pasco,Jeep,Wrangler,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3200000,60000,99301-3882,6049960,
C_CND_013735,5/16/2023,Male,Suburban Ford,Janesville,Mercedes-B,S-Class,SUV,Black,Auto,DoubleÂ Overhead Camshaft,3200000,39001,53546-9427,6046211,
C_CND_019772,10/21/2023,Male,Tri-State Mack Inc,Pasco,Mitsubishi,Montero Sport,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,3200000,39000,85257-3102,6944146,
C_CND_005028,8/28/2022,Male,U-Haul CO,Austin,Toyota,Tacoma,Hardtop,Black,Manual,Overhead Camshaft,3200000,36000,78758-7841,7608648,
C_CND_000398,2/7/2022,Male,Suburban Ford,Janesville,Chrysler,LHS,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3200000,26000,53546-9427,8790575,
C_CND_004705,8/16/2022,Male,Ryder Truck Rental and Leasing,Pasco,Pontiac,Grand Am,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,3200000,26000,06457-3834,8200270,
C_CND_018836,9/24/2023,Male,Chrysler of Tri-Cities,Pasco,Chevrolet,Monte Carlo,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,3200000,21000,99301-3882,8489814,
C_CND_020624,11/10/2023,Male,Saab-Belle Dodge,Aurora,Volkswagen,Passat,Hatchback,Pale White,Manual,Overhead Camshaft,3200000,12001,60504-7114,7839046,
C_CND_015501,7/4/2023,Male,Suburban Ford,Janesville,Toyota,Land Cruiser,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,3200000,12000,53546-9427,6233804,
C_CND_011117,1/31/2023,Male,Star Enterprises Inc,Aurora,Chevrolet,Lumina,Passenger,Black,Manual,Overhead Camshaft,3200000,10001,99301-3882,8676556,
C_CND_014651,6/11/2023,Male,Star Enterprises Inc,Pasco,Chevrolet,Prizm,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,3190000,25001,99301-3882,7457227,
C_CND_004469,8/9/2022,Male,Suburban Ford,Janesville,Volvo,S40,Sedan,Black,Manual,Overhead Camshaft,3180000,36001,53546-9427,6778993,
C_CND_008955,11/30/2022,Male,Rabun Used Car Sales,Scottsdale,Pontiac,Bonneville,Hatchback,Red,Manual,Overhead Camshaft,3180000,11001,85257-3102,6287044,
C_CND_008915,11/29/2022,Male,Suburban Ford,Janesville,Ford,Contour,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3175000,62501,53546-9427,6298900,
C_CND_006443,9/26/2022,Male,McKinney Dodge Chrysler Jeep,Aurora,Mercury,Villager,Passenger,Pale White,Manual,Overhead Camshaft,3175000,14500,85257-3102,8715281,
C_CND_008836,11/28/2022,Male,Race Car Help,Austin,Chevrolet,Corvette,SUV,Pale White,Manual,Overhead Camshaft,3171000,22100,78758-7841,8386508,
C_CND_018859,9/24/2023,Female,Chrysler Plymouth,Janesville,Infiniti,I30,SUV,Red,Auto,DoubleÂ Overhead Camshaft,3165000,31501,53546-9427,8961903,
C_CND_018489,9/18/2023,Male,Clay Johnson Auto Sales,Austin,Dodge,Viper,SUV,Red,Auto,DoubleÂ Overhead Camshaft,3160000,23000,78758-7841,6443301,
C_CND_023533,12/25/2023,Male,Diehl Motor CO Inc,Middletown,Saturn,SL,SUV,Red,Auto,DoubleÂ Overhead Camshaft,3155000,20500,06457-3834,8616811,
C_CND_002363,5/9/2022,Female,Enterprise Rent A Car,Aurora,Dodge,Durango,SUV,Pale White,Manual,Overhead Camshaft,3150000,27000,60504-7114,8374270,
C_CND_000426,2/9/2022,Male,Suburban Ford,Janesville,Plymouth,Neon,SUV,Pale White,Manual,Overhead Camshaft,3150000,22000,53546-9427,8184715,
C_CND_002941,6/4/2022,Male,Enterprise Rent A Car,Aurora,Nissan,Pathfinder,Hatchback,Red,Manual,Overhead Camshaft,3145000,11501,60504-7114,8467008,
C_CND_011820,3/10/2023,Female,Scrivener Performance Engineering,Greenville,Chrysler,LHS,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3130000,26000,38701-8047,7997798,
C_CND_013847,5/20/2023,Male,Star Enterprises Inc,Greenville,Honda,Passport,Hardtop,Black,Manual,Overhead Camshaft,3130000,22000,99301-3882,6474146,
C_CND_008697,11/24/2022,Male,Race Car Help,Austin,Volkswagen,Jetta,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,3120000,69000,78758-7841,8959350,
C_CND_015754,7/14/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Saab,5-Sep,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3120000,41001,60504-7114,8697351,
C_CND_015623,7/8/2023,Male,Enterprise Rent A Car,Aurora,Volkswagen,Passat,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,3115000,21500,60504-7114,6614307,
C_CND_001290,3/29/2022,Female,Race Car Help,Austin,Nissan,Frontier,Hatchback,Black,Manual,Overhead Camshaft,3110000,53000,78758-7841,7860638,
C_CND_011206,2/5/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Nissan,Quest,SUV,Black,Manual,Overhead Camshaft,3110000,19000,99301-3882,8977557,
C_CND_009622,12/11/2022,Male,Tri-State Mack Inc,Scottsdale,Oldsmobile,Aurora,Passenger,Pale White,Manual,Overhead Camshaft,3105000,71500,85257-3102,7341247,
C_CND_021716,11/25/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Mitsubishi,Montero Sport,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,3100000,39001,60504-7114,8830560,
C_CND_012910,4/18/2023,Male,Chrysler of Tri-Cities,Pasco,Ford,F-Series,Passenger,Black,Manual,Overhead Camshaft,3100000,38000,99301-3882,7604536,
C_CND_008281,11/17/2022,Male,U-Haul CO,Aurora,Acura,RL,SUV,Red,Manual,Overhead Camshaft,3100000,34000,78758-7841,7838395,
C_CND_001370,4/2/2022,Male,C & M Motors Inc,Greenville,Cadillac,Eldorado,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,3100000,31000,60504-7114,6693399,
C_CND_015037,6/20/2023,Male,Pars Auto Sales,Greenville,Chevrolet,Camaro,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,3100000,24000,38701-8047,6114770,
C_CND_023355,12/23/2023,Female,Star Enterprises Inc,Pasco,Audi,A6,SUV,Pale White,Manual,Overhead Camshaft,3100000,24000,99301-3882,7485572,
C_CND_021817,11/26/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Nissan,Frontier,Hatchback,Pale White,Manual,Overhead Camshaft,3100000,20000,99301-3882,7751105,
C_CND_002867,5/31/2022,Male,Ryder Truck Rental and Leasing,Middletown,Acura,RL,SUV,Red,Manual,Overhead Camshaft,3100000,17000,06457-3834,6965361,
